,business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,due_in_date,baseline_create_date,cust_payment_terms,converted_usd,Aging Bucket
1294,U001,200769623,WAL-MAR corporation,2020-03-16 11:09:28.750000000,2020,1930655126,2020-03-16 00:00:00.000000000,2020-03-31 00:00:00.000000000,2020-03-16 00:00:00.000000000,NAH4,41233.26,
1295,U001,200353024,DECA corp,2020-03-26 19:14:54.085937500,2020,1930689874,2020-03-24 00:00:00.000000000,2020-03-26 00:00:00.000000000,2020-03-16 00:00:00.000000000,NAM2,18172.21,0-15
1296,U001,200749782,KROG trust,2020-05-14 01:01:36.625000000,2020,1930753915,2020-07-04 00:00:00.000000000,2020-04-22 00:00:00.000000000,2020-04-07 00:00:00.000000000,NAA8,33099.46,16-30
1297,U001,100032505,KEHE ,2020-06-17 09:22:49.250000000,2020,1930846926,2020-05-05 00:00:00.000000000,2020-05-20 00:00:00.000000000,2020-05-05 00:00:00.000000000,NAA8,21911.62,16-30
1298,U001,200020431,DEC llc,2020-03-27 17:58:10.500000000,2020,1930817472,2020-04-23 00:00:00.000000000,2020-04-23 00:00:00.000000000,2020-04-16 00:00:00.000000000,NAM1,5241.52,
1299,U001,200772670,ASSOCIAT associates,2020-03-13 04:37:10.953125000,2020,1930580081,2020-01-03 00:00:00.000000000,2020-03-16 00:00:00.000000000,2020-03-01 00:00:00.000000000,NAU5,17515.53,
1300,U001,200726979,BJ'S  ,2020-02-29 03:47:35.125000000,2020,1930594081,2020-04-03 00:00:00.000000000,2020-03-19 00:00:00.000000000,2020-03-04 00:00:00.000000000,NAA8,760.75,
1301,U001,200769623,WAL-MAR systems,2020-05-06 12:55:56.875000000,2020,1930729184,2020-03-04 00:00:00.000000000,2020-04-18 00:00:00.000000000,2020-04-03 00:00:00.000000000,NAH4,47575.52,16-30
1302,U001,200762301,C&S WH llc,2020-03-31 17:14:21.250000000,2020,1930641685,2020-12-03 00:00:00.000000000,2020-05-16 00:00:00.000000000,2020-03-12 00:00:00.000000000,NAGD,1059.09,
1303,U001,200761734,H E BUT co,2020-04-11 08:01:59.000000000,2020,1930747443,2020-04-04 00:00:00.000000000,2020-04-19 00:00:00.000000000,2020-04-04 00:00:00.000000000,NAA8,61297.3,
1304,U001,200712105,WALG in,2020-06-17 13:29:04.000000000,2020,1930779631,2020-12-04 00:00:00.000000000,2020-04-27 00:00:00.000000000,2020-04-12 00:00:00.000000000,NAA8,48157.28,46-60
1305,U001,200759878,SA associates,2020-05-09 19:44:17.414062500,2020,1930812531,2020-04-26 00:00:00.000000000,2020-05-11 00:00:00.000000000,2020-04-26 00:00:00.000000000,NAH4,13789.99,
1306,U001,200747369,SCHNU llc,2020-04-26 09:14:08.375000000,2020,1930724856,2020-01-04 00:00:00.000000000,2020-04-16 00:00:00.000000000,2020-04-01 00:00:00.000000000,NAA8,85886.7,0-15
1307,U001,200794332,COST foundation,2020-05-20 23:05:48.812500000,2020,1930832233,2020-04-28 00:00:00.000000000,2020-05-13 00:00:00.000000000,2020-04-28 00:00:00.000000000,NAAX,9986.09,0-15
1308,U001,200739534,OK ,2020-04-25 06:54:30.187500000,2020,1930748595,2020-04-04 00:00:00.000000000,2020-04-19 00:00:00.000000000,2020-04-04 00:00:00.000000000,NAA8,44297.85,0-15
1309,U001,200769623,WAL-MAR corp,2020-03-16 15:44:41.000000000,2020,1930621462,2020-11-03 00:00:00.000000000,2020-03-26 00:00:00.000000000,2020-03-11 00:00:00.000000000,NAH4,1428.94,
1310,U001,200762301,C&S WH llc,2020-03-01 07:37:03.750000000,2020,1930660062,2020-03-18 00:00:00.000000000,2020-04-02 00:00:00.000000000,2020-03-18 00:00:00.000000000,NAC6,6203.27,
1311,U001,200780383,MEIJ corporation,2020-03-24 06:48:26.562500000,2020,1930666578,2020-03-19 00:00:00.000000000,2020-04-03 00:00:00.000000000,2020-03-19 00:00:00.000000000,NAA8,3023.21,
1312,U001,200769623,WAL-MAR llc,2020-05-23 12:39:53.375000000,2020,1930831484,2020-04-27 00:00:00.000000000,2020-05-12 00:00:00.000000000,2020-04-27 00:00:00.000000000,NAH4,53501.89,0-15
1313,U001,200769623,WAL-MAR trust,2020-04-25 16:55:48.250000000,2020,1930683476,2020-03-22 00:00:00.000000000,2020-04-06 00:00:00.000000000,2020-03-22 00:00:00.000000000,NAH4,47703.27,16-30
1314,U001,200726979,BJ'S  llc,2020-05-08 20:36:20.562500000,2020,1930822187,2020-04-23 00:00:00.000000000,2020-05-08 00:00:00.000000000,2020-04-23 00:00:00.000000000,NAA8,535.88,0-15
1315,U001,200769623,WAL-MAR corp,2020-05-04 23:46:17.250000000,2020,1930687176,2020-03-24 00:00:00.000000000,2020-04-08 00:00:00.000000000,2020-03-24 00:00:00.000000000,NAH4,11022.34,16-30
1316,U001,200729290,KROGER trust,2020-05-10 00:03:24.500000000,2020,1930747390,2020-05-04 00:00:00.000000000,2020-04-20 00:00:00.000000000,2020-04-05 00:00:00.000000000,NAA8,33003.98,16-30
1317,U001,200707822,PUBLI ,2020-05-13 19:37:34.937500000,2020,1930811884,2020-04-22 00:00:00.000000000,2020-05-07 00:00:00.000000000,2020-04-22 00:00:00.000000000,NAA8,5862.13,0-15
1318,U001,200712105,WALG associates,2020-05-08 09:24:04.000000000,2020,1930754250,2020-06-04 00:00:00.000000000,2020-04-21 00:00:00.000000000,2020-04-06 00:00:00.000000000,NAA8,81430.28,16-30
1319,CA02,140104440,SO in,2020-04-09 21:11:54.375000000,2020,2960627923,2020-04-13 00:00:00.000000000,2020-04-25 00:00:00.000000000,2020-04-15 00:00:00.000000000,CA10,6447.384999999999,
1320,U001,200759878,SA llc,2020-03-26 02:14:23.187500000,2020,1930609847,2020-06-03 00:00:00.000000000,2020-03-21 00:00:00.000000000,2020-03-06 00:00:00.000000000,NAH4,14516.33,0-15
1321,U001,200705742,DOT corp,2020-04-23 05:20:45.625000000,2020,1930612400,2020-06-03 00:00:00.000000000,2020-04-09 00:00:00.000000000,2020-03-06 00:00:00.000000000,NAAW,24681.11,0-15
1322,U001,100031704,DELHAIZE trust,2020-04-24 11:05:13.312500000,2020,1930715619,2020-03-30 00:00:00.000000000,2020-04-14 00:00:00.000000000,2020-03-30 00:00:00.000000000,NAA8,36129.77,0-15
1323,U001,200769623,WAL-MAR systems,2020-05-28 12:00:18.500000000,2020,1930829042,2020-04-26 00:00:00.000000000,2020-05-11 00:00:00.000000000,2020-04-26 00:00:00.000000000,NAH4,44836.11,16-30
1324,U001,200726979,BJ'S  foundation,2020-04-22 18:09:50.500000000,2020,1930852140,2020-03-05 00:00:00.000000000,2020-05-18 00:00:00.000000000,2020-05-03 00:00:00.000000000,NAA8,250.09,
1325,U001,200769623,WAL-MAR in,2020-04-13 22:39:14.625000000,2020,1930784228,2020-04-15 00:00:00.000000000,2020-04-30 00:00:00.000000000,2020-04-15 00:00:00.000000000,NAH4,72650.55,
1326,CA02,140105686,SYSC us,2020-04-20 12:28:52.000000000,2020,2960629748,2020-04-22 00:00:00.000000000,2020-05-10 00:00:00.000000000,2020-04-30 00:00:00.000000000,CA10,3258.1499999999996,
1327,U001,200148860,DOLLA in,2020-05-01 22:21:34.875000000,2020,1930731492,2020-03-04 00:00:00.000000000,2020-04-18 00:00:00.000000000,2020-04-03 00:00:00.000000000,NAA8,54934.98,0-15
1328,U001,100006311,QUALITY C associates,2020-06-26 04:39:19.250000000,2020,1930883584,2020-09-05 00:00:00.000000000,2020-05-24 00:00:00.000000000,2020-05-09 00:00:00.000000000,NAA8,20175.8,31-45
1329,U001,CCU013,KRAFT F associates,2020-03-31 12:54:45.250000000,2020,1930582704,2020-03-03 00:00:00.000000000,2020-03-03 00:00:00.000000000,2020-03-03 00:00:00.000000000,NAX2,8726.06,16-30
1330,U001,200212683,RUIZ F foundation,2020-05-08 13:57:33.632812500,2020,1930810411,2020-04-23 00:00:00.000000000,2020-05-08 00:00:00.000000000,2020-04-23 00:00:00.000000000,NAA8,40776.12,0-15
1331,U001,200915438,GROC corp,2020-06-19 02:24:28.125000000,2020,1930877771,2020-05-13 00:00:00.000000000,2020-05-28 00:00:00.000000000,2020-05-13 00:00:00.000000000,NAA8,21880.0,16-30
1332,U001,200759878,SA ,2020-04-09 12:17:21.250000000,2020,1930645182,2020-03-13 00:00:00.000000000,2020-03-28 00:00:00.000000000,2020-03-13 00:00:00.000000000,NAH4,30649.38,0-15
1333,U001,200353024,DECA us,2020-04-25 05:43:20.000000000,2020,1930877184,2020-08-05 00:00:00.000000000,2020-05-11 00:00:00.000000000,2020-05-01 00:00:00.000000000,NAM2,8496.29,
1334,U001,200763489,GENERAL foundation,2020-06-10 07:50:52.500000000,2020,1930872773,2020-07-05 00:00:00.000000000,2020-05-22 00:00:00.000000000,2020-05-07 00:00:00.000000000,NAA8,43636.42,16-30
1335,U001,200769623,WAL-MAR us,2020-05-21 18:13:22.875000000,2020,1930833805,2020-04-29 00:00:00.000000000,2020-05-14 00:00:00.000000000,2020-04-29 00:00:00.000000000,NAH4,12219.74,0-15
1336,U001,200769623,WAL-MAR associates,2020-04-09 02:34:17.625000000,2020,1930611145,2020-06-03 00:00:00.000000000,2020-03-21 00:00:00.000000000,2020-03-06 00:00:00.000000000,NAH4,34242.87,16-30
1337,U001,200705742,DOT corp,2020-04-08 01:32:58.500000000,2020,1930672301,2020-03-19 00:00:00.000000000,2020-04-22 00:00:00.000000000,2020-03-19 00:00:00.000000000,NAAW,13305.55,
1338,CA02,100034821,17135 us,2020-04-05 02:04:01.125000000,2020,2960616561,2020-06-03 00:00:00.000000000,2020-03-18 00:00:00.000000000,2020-03-08 00:00:00.000000000,CA10,2890.3140000000003,16-30
1339,U001,200799342,MITCH llc,2020-05-23 07:25:26.750000000,2020,1930688747,2020-03-24 00:00:00.000000000,2020-04-08 00:00:00.000000000,2020-03-24 00:00:00.000000000,NAA8,22054.2,46-60
1340,U001,200759878,SA associates,2020-04-02 11:45:03.500000000,2020,1930583689,2020-01-03 00:00:00.000000000,2020-03-16 00:00:00.000000000,2020-03-01 00:00:00.000000000,NAH4,25225.45,16-30
1341,U001,200769623,WAL-MAR corp,2020-06-01 07:49:40.375000000,2020,1930855118,2020-03-05 00:00:00.000000000,2020-05-18 00:00:00.000000000,2020-05-03 00:00:00.000000000,NAH4,69465.6,0-15
1342,U001,200014556,ALBER corp,2020-04-23 20:58:59.781250000,2020,1930752419,2020-06-04 00:00:00.000000000,2020-04-21 00:00:00.000000000,2020-04-06 00:00:00.000000000,NAA8,48057.38,0-15
1343,U001,200794332,COST associates,2020-04-18 13:06:29.125000000,2020,1930688881,2020-03-25 00:00:00.000000000,2020-04-09 00:00:00.000000000,2020-03-25 00:00:00.000000000,NAAX,8793.09,0-15
1344,U001,200466603,SMITH'S co,2020-05-18 08:57:03.750000000,2020,1930708375,2020-03-27 00:00:00.000000000,2020-04-11 00:00:00.000000000,2020-03-27 00:00:00.000000000,NAA8,35438.65,31-45
1345,U001,200726979,BJ'S  associates,2020-03-27 04:34:15.625000000,2020,1930753010,2020-04-04 00:00:00.000000000,2020-04-19 00:00:00.000000000,2020-04-04 00:00:00.000000000,NAA8,479.3,
1346,U001,CCCA02,KRAFT  llc,2020-02-29 22:13:10.250000000,2020,1930592756,2020-03-03 00:00:00.000000000,2020-04-07 00:00:00.000000000,2020-03-03 00:00:00.000000000,NAG2,16497.0,
1347,U001,200793513,KROGER us,2020-06-10 10:25:47.875000000,2020,1930862934,2020-06-05 00:00:00.000000000,2020-05-21 00:00:00.000000000,2020-05-06 00:00:00.000000000,NAA8,123363.1,16-30
1348,U013,140103409,BUTTE associates,2020-05-22 07:15:18.625000000,2020,1991841836,2020-03-30 00:00:00.000000000,2020-04-29 00:00:00.000000000,2020-03-30 00:00:00.000000000,NAVE,779.92,16-30
1349,CA02,140104340,COLABOR  corp,2020-03-18 15:12:03.750000000,2020,2960624679,2020-03-30 00:00:00.000000000,2020-04-11 00:00:00.000000000,2020-04-01 00:00:00.000000000,CA10,54593.224,
1350,U001,200759878,SA corporation,2020-03-15 13:07:27.000000000,2020,1930653478,2020-03-16 00:00:00.000000000,2020-03-31 00:00:00.000000000,2020-03-16 00:00:00.000000000,NAH4,39323.85,
1351,U001,200726979,BJ'S  llc,2020-05-20 07:34:51.406250000,2020,1930635362,2020-11-03 00:00:00.000000000,2020-05-15 00:00:00.000000000,2020-03-11 00:00:00.000000000,NAGD,17590.55,0-15
1352,U001,200744019,TARG llc,2020-06-07 23:20:39.625000000,2020,1930858202,2020-05-05 00:00:00.000000000,2020-05-20 00:00:00.000000000,2020-05-05 00:00:00.000000000,NAA8,10818.65,16-30
1353,U001,200418007,AM ,2020-05-19 11:37:23.125000000,2020,1930731732,2020-02-04 00:00:00.000000000,2020-06-06 00:00:00.000000000,2020-04-02 00:00:00.000000000,NAGD,3966.72,
1354,U001,200714710,SYSCO  foundation,2020-03-30 20:49:30.750000000,2020,1930561567,2020-02-03 00:00:00.000000000,2020-03-17 00:00:00.000000000,2020-03-02 00:00:00.000000000,NAA8,1920.8,0-15
1355,U001,200792293,UNIFIE co,2020-05-27 09:39:41.000000000,2020,1930703732,2020-03-25 00:00:00.000000000,2020-04-09 00:00:00.000000000,2020-03-25 00:00:00.000000000,NAA8,24186.82,46-60
1356,U001,200439158,POST  systems,2020-04-27 16:26:49.125000000,2020,1930687190,2020-03-23 00:00:00.000000000,2020-04-07 00:00:00.000000000,2020-03-23 00:00:00.000000000,NAA8,33942.0,16-30
1357,U001,200794332,COST systems,2020-06-13 21:01:52.750000000,2020,1930839343,2020-02-05 00:00:00.000000000,2020-05-17 00:00:00.000000000,2020-05-02 00:00:00.000000000,NAAX,32481.88,16-30
1358,U001,200762301,C&S WH corporation,2020-05-23 21:40:01.250000000,2020,1930831941,2020-04-28 00:00:00.000000000,2020-05-13 00:00:00.000000000,2020-04-28 00:00:00.000000000,NAC6,105035.05,0-15
1359,U001,200797984,PIGGLY systems,2020-03-30 01:48:13.281250000,2020,1930660654,2020-03-17 00:00:00.000000000,2020-04-01 00:00:00.000000000,2020-03-17 00:00:00.000000000,NAA8,107091.28,
1360,U001,200769623,WAL-MAR ,2020-05-09 08:53:13.500000000,2020,1930699744,2020-03-26 00:00:00.000000000,2020-04-10 00:00:00.000000000,2020-03-26 00:00:00.000000000,NAH4,60788.85,16-30
1361,U001,200434439,BAUGH SU foundation,2020-04-23 23:13:43.125000000,2020,1930842721,2020-04-29 00:00:00.000000000,2020-05-14 00:00:00.000000000,2020-04-29 00:00:00.000000000,NAA8,56578.36,
1362,U001,200769623,WAL-MAR in,2020-04-21 20:29:35.750000000,2020,1930682627,2020-03-23 00:00:00.000000000,2020-04-07 00:00:00.000000000,2020-03-23 00:00:00.000000000,NAH4,9965.24,0-15
1363,U001,200769623,WAL-MAR co,2020-03-12 18:53:35.250000000,2020,1930654787,2020-03-16 00:00:00.000000000,2020-03-31 00:00:00.000000000,2020-03-16 00:00:00.000000000,NAH4,62063.76,
1364,U001,200769623,WAL-MAR systems,2020-04-02 14:10:47.125000000,2020,1930576930,2020-02-27 00:00:00.000000000,2020-03-13 00:00:00.000000000,2020-02-27 00:00:00.000000000,NAH4,51765.55,16-30
1365,U001,200769623,WAL-MAR associates,2020-04-22 16:50:29.750000000,2020,1930691062,2020-03-23 00:00:00.000000000,2020-04-07 00:00:00.000000000,2020-03-23 00:00:00.000000000,NAH4,5291.05,16-30
1366,U001,200743996,STATER  systems,2020-07-03 23:53:26.031250000,2020,1930858188,2020-06-05 00:00:00.000000000,2020-07-10 00:00:00.000000000,2020-05-06 00:00:00.000000000,NAGD,2215.51,
1367,U001,200759878,SA llc,2020-04-21 10:52:45.125000000,2020,1930683694,2020-03-22 00:00:00.000000000,2020-04-06 00:00:00.000000000,2020-03-22 00:00:00.000000000,NAH4,37436.23,16-30
1368,CA02,100029649,LES ENTRE co,2020-04-26 21:25:36.921875000,2020,2960629407,2020-04-17 00:00:00.000000000,2020-04-28 00:00:00.000000000,2020-04-18 00:00:00.000000000,CA10,9667.56,
1369,U001,200769623,WAL-MAR systems,2020-05-06 17:20:20.250000000,2020,1930687604,2020-03-24 00:00:00.000000000,2020-04-08 00:00:00.000000000,2020-03-24 00:00:00.000000000,NAH4,10763.3,16-30
1370,U001,200769623,WAL-MAR in,2020-03-20 08:01:25.953125000,2020,1930614444,2020-07-03 00:00:00.000000000,2020-03-22 00:00:00.000000000,2020-03-07 00:00:00.000000000,NAH4,1898.9,
1371,U001,200759878,SA llc,2020-05-06 03:17:25.500000000,2020,1930699352,2020-03-25 00:00:00.000000000,2020-04-09 00:00:00.000000000,2020-03-25 00:00:00.000000000,NAH4,25462.8,16-30
1372,CA02,140106408,WAL-M us,2020-04-24 00:29:09.750000000,2020,2960625222,2020-03-29 00:00:00.000000000,2020-04-08 00:00:00.000000000,2020-03-29 00:00:00.000000000,CA10,4462.1849999999995,16-30
1373,U001,200149567,RESER llc,2020-05-28 12:39:48.500000000,2020,1930688062,2020-03-23 00:00:00.000000000,2020-05-07 00:00:00.000000000,2020-03-23 00:00:00.000000000,NABG,52501.5,16-30
1374,CA02,140104409,LOB in,2020-03-21 04:22:13.125000000,2020,2960622831,2020-03-20 00:00:00.000000000,2020-04-07 00:00:00.000000000,2020-03-28 00:00:00.000000000,CA10,109861.64,
1375,U001,200255310,VALUE llc,2020-05-11 19:40:55.687500000,2020,1930834297,2020-04-30 00:00:00.000000000,2020-05-15 00:00:00.000000000,2020-04-30 00:00:00.000000000,NAU5,4309.2,
1376,U001,200744019,TARG llc,2020-06-06 22:27:41.500000000,2020,1930859717,2020-06-05 00:00:00.000000000,2020-05-21 00:00:00.000000000,2020-05-06 00:00:00.000000000,NAA8,21879.19,16-30
1377,CA02,140104429,COSTCO corp,2020-03-26 12:42:41.437500000,2020,2960623405,2020-03-23 00:00:00.000000000,2020-04-04 00:00:00.000000000,2020-03-25 00:00:00.000000000,CA10,10786.776,
1378,U001,200769623,WAL-MAR trust,2020-06-04 06:20:27.875000000,2020,1930838055,2020-01-05 00:00:00.000000000,2020-05-16 00:00:00.000000000,2020-05-01 00:00:00.000000000,NAH4,17009.41,16-30
1379,U001,200772670,ASSOCIAT corporation,2020-02-26 12:22:22.500000000,2020,1930638297,2020-11-03 00:00:00.000000000,2020-03-26 00:00:00.000000000,2020-03-11 00:00:00.000000000,NAU5,5446.81,
1380,U001,200466603,SMITH'S llc,2020-05-18 08:57:03.750000000,2020,1930714717,2020-03-27 00:00:00.000000000,2020-04-11 00:00:00.000000000,2020-03-27 00:00:00.000000000,NAA8,31227.99,31-45
1381,U001,200706844,WINC systems,2020-02-27 16:28:31.500000000,2020,1930641986,2020-12-03 00:00:00.000000000,2020-03-27 00:00:00.000000000,2020-03-12 00:00:00.000000000,NAA8,361.38,
1382,U001,200792293,UNIFIE in,2020-04-16 07:44:34.125000000,2020,1930776981,2020-04-13 00:00:00.000000000,2020-04-28 00:00:00.000000000,2020-04-13 00:00:00.000000000,NAA8,99910.97,
1383,U001,200793513,KROGER ,2020-04-24 02:36:22.250000000,2020,1930637564,2020-11-03 00:00:00.000000000,2020-03-26 00:00:00.000000000,2020-03-11 00:00:00.000000000,NAA8,44081.13,16-30
1384,U001,200769623,WAL-MAR llc,2020-05-22 12:39:53.375000000,2020,1930826916,2020-04-26 00:00:00.000000000,2020-05-11 00:00:00.000000000,2020-04-26 00:00:00.000000000,NAH4,21064.46,0-15
1385,U001,200769623,WAL-MAR llc,2020-05-11 02:54:09.500000000,2020,1930880422,2020-10-05 00:00:00.000000000,2020-05-25 00:00:00.000000000,2020-05-10 00:00:00.000000000,NAH4,18.37,
1386,U001,200769623,WAL-MAR co,2020-04-10 14:06:28.000000000,2020,1930683294,2020-03-21 00:00:00.000000000,2020-04-05 00:00:00.000000000,2020-03-21 00:00:00.000000000,NAH4,3703.19,0-15
1387,U001,200714710,SYSCO  foundation,2020-04-20 11:59:29.750000000,2020,1930629014,2020-09-03 00:00:00.000000000,2020-03-24 00:00:00.000000000,2020-03-09 00:00:00.000000000,NAA8,15232.1,16-30
1388,U001,100000222,SMITHFIE foundation,2020-06-10 23:19:13.500000000,2020,1930856579,2020-07-05 00:00:00.000000000,2020-05-22 00:00:00.000000000,2020-05-07 00:00:00.000000000,NAA8,6505.2,16-30
1389,U001,200769623,WAL-MAR foundation,2020-04-18 09:35:13.875000000,2020,1930637495,2020-11-03 00:00:00.000000000,2020-03-26 00:00:00.000000000,2020-03-11 00:00:00.000000000,NAH4,60475.46,16-30
1390,U001,200729290,KROGER associates,2020-05-14 11:06:09.636718750,2020,1930833779,2020-04-29 00:00:00.000000000,2020-05-14 00:00:00.000000000,2020-04-29 00:00:00.000000000,NAA8,14177.31,0-15
1391,U001,CCU013,KRAFT F foundation,2020-04-03 01:24:36.750000000,2020,1930671394,2020-03-23 00:00:00.000000000,2020-03-23 00:00:00.000000000,2020-03-23 00:00:00.000000000,NAX2,1140.92,0-15
1392,U001,200769623,WAL-MAR ,2020-04-27 07:52:31.875000000,2020,1930710489,2020-03-27 00:00:00.000000000,2020-04-11 00:00:00.000000000,2020-03-27 00:00:00.000000000,NAH4,2373.96,16-30
1393,U001,200744019,TARG ,2020-05-16 02:24:33.375000000,2020,1930767353,2020-09-04 00:00:00.000000000,2020-04-24 00:00:00.000000000,2020-04-09 00:00:00.000000000,NAA8,19097.22,16-30
1394,U001,200769623,WAL-MAR associates,2020-05-02 21:13:31.937500000,2020,1930803121,2020-04-21 00:00:00.000000000,2020-05-06 00:00:00.000000000,2020-04-21 00:00:00.000000000,NAH4,664.59,
1395,U001,200769623,WAL-MAR co,2020-03-28 09:49:08.250000000,2020,1930570546,2020-02-28 00:00:00.000000000,2020-03-14 00:00:00.000000000,2020-02-28 00:00:00.000000000,NAH4,54189.11,0-15
1396,U001,200936373,SUPE us,2020-05-30 17:24:57.750000000,2020,1930834512,2020-04-30 00:00:00.000000000,2020-05-15 00:00:00.000000000,2020-04-30 00:00:00.000000000,NAA8,99512.2,16-30
1397,U001,200769623,WAL-MAR co,2020-04-19 10:09:57.281250000,2020,1930769610,2020-10-04 00:00:00.000000000,2020-04-25 00:00:00.000000000,2020-04-10 00:00:00.000000000,NAH4,1898.9,
1398,U001,200769623,WAL-MAR foundation,2020-04-10 22:37:09.500000000,2020,1930623411,2020-09-03 00:00:00.000000000,2020-03-24 00:00:00.000000000,2020-03-09 00:00:00.000000000,NAH4,22481.22,16-30
1399,U001,200696090,UNITE corporation,2020-04-28 05:41:01.375000000,2020,1930731389,2020-06-04 00:00:00.000000000,2020-04-21 00:00:00.000000000,2020-04-06 00:00:00.000000000,NAA8,3400.18,0-15
1400,U001,200726979,BJ'S  us,2020-03-17 00:39:00.906250000,2020,1930601307,2020-05-03 00:00:00.000000000,2020-03-20 00:00:00.000000000,2020-03-05 00:00:00.000000000,NAA8,1115.24,
1401,U001,200744019,TARG co,2020-05-24 11:49:11.960937500,2020,1930880101,2020-09-05 00:00:00.000000000,2020-05-24 00:00:00.000000000,2020-05-09 00:00:00.000000000,NAA8,2816.0,0-15
1402,U001,200769623,WAL-MAR foundation,2020-05-26 00:03:02.000000000,2020,1930819801,2020-04-25 00:00:00.000000000,2020-05-10 00:00:00.000000000,2020-04-25 00:00:00.000000000,NAH4,27125.56,16-30
1403,U001,200772595,SAFEW corp,2020-04-10 18:53:27.375000000,2020,1930674268,2020-03-19 00:00:00.000000000,2020-04-03 00:00:00.000000000,2020-03-19 00:00:00.000000000,NAA8,65458.44,0-15
1404,U001,200792293,UNIFIE in,2020-04-23 21:19:20.250000000,2020,1930838836,2020-04-29 00:00:00.000000000,2020-05-14 00:00:00.000000000,2020-04-29 00:00:00.000000000,NAA8,13761.21,
1405,U001,200762301,C&S WH co,2020-03-12 21:37:08.531250000,2020,1930584276,2020-02-03 00:00:00.000000000,2020-03-17 00:00:00.000000000,2020-03-02 00:00:00.000000000,NAC6,1112.37,
1406,U001,200148860,DOLLA trust,2020-03-31 21:19:43.500000000,2020,1930598372,2020-03-03 00:00:00.000000000,2020-03-18 00:00:00.000000000,2020-03-03 00:00:00.000000000,NAA8,103446.5,0-15
1407,U001,200759878,SA associates,2020-05-30 02:12:18.640625000,2020,1930896582,2020-05-17 00:00:00.000000000,2020-06-01 00:00:00.000000000,2020-05-17 00:00:00.000000000,NAH4,22835.5,
1408,U001,200769623,WAL-MAR corporation,2020-05-15 22:56:21.875000000,2020,1930842503,2020-04-30 00:00:00.000000000,2020-05-15 00:00:00.000000000,2020-04-30 00:00:00.000000000,NAH4,1898.9,0-15
1409,CA02,140104440,SO associates,2020-03-30 02:52:59.312500000,2020,2960621523,2020-03-17 00:00:00.000000000,2020-04-03 00:00:00.000000000,2020-03-24 00:00:00.000000000,CA10,39372.39599999999,
1410,U001,200353024,DECA llc,2020-03-06 19:53:58.000000000,2020,1930762101,2020-08-04 00:00:00.000000000,2020-04-11 00:00:00.000000000,2020-04-01 00:00:00.000000000,NAM2,242.28,
1411,U001,200773364,U R M  systems,2020-05-31 07:32:37.750000000,2020,1930783014,2020-04-15 00:00:00.000000000,2020-04-30 00:00:00.000000000,2020-04-15 00:00:00.000000000,NAA8,46853.68,31-45
1412,U001,200794332,COST co,2020-06-06 08:21:12.750000000,2020,1930834274,2020-04-30 00:00:00.000000000,2020-05-15 00:00:00.000000000,2020-04-30 00:00:00.000000000,NAAX,27519.47,16-30
1413,U001,200705742,DOT foundation,2020-04-01 07:17:04.250000000,2020,1930646753,2020-03-14 00:00:00.000000000,2020-04-17 00:00:00.000000000,2020-03-14 00:00:00.000000000,NAAW,261.45,
1414,U001,200769623,WAL-MAR corp,2020-05-07 18:37:22.000000000,2020,1930707497,2020-03-26 00:00:00.000000000,2020-04-10 00:00:00.000000000,2020-03-26 00:00:00.000000000,NAH4,19597.8,16-30
1415,U001,200762301,C&S WH co,2020-04-22 09:15:00.500000000,2020,1930737319,2020-03-04 00:00:00.000000000,2020-04-18 00:00:00.000000000,2020-04-03 00:00:00.000000000,NAC6,118524.14,0-15
1416,U001,200769623,WAL-MAR in,2020-05-05 14:17:19.875000000,2020,1930826787,2020-04-25 00:00:00.000000000,2020-05-10 00:00:00.000000000,2020-04-25 00:00:00.000000000,NAH4,1898.9,
1417,CA02,140104340,COLABOR  llc,2020-03-18 14:24:47.062500000,2020,2960617169,2020-02-28 00:00:00.000000000,2020-03-10 00:00:00.000000000,2020-02-29 00:00:00.000000000,CA10,552.328,0-15
1418,U001,200769623,WAL-MAR foundation,2020-04-15 16:50:02.750000000,2020,1930646911,2020-03-14 00:00:00.000000000,2020-03-29 00:00:00.000000000,2020-03-14 00:00:00.000000000,NAH4,41704.95,16-30
1419,U001,100012638,99 CE ,2020-04-22 02:29:18.750000000,2020,1930842818,2020-04-30 00:00:00.000000000,2020-05-15 00:00:00.000000000,2020-04-30 00:00:00.000000000,NAA8,52286.66,
1420,U001,200822900,TIM H co,2020-04-03 16:11:56.625000000,2020,1930611527,2020-12-03 00:00:00.000000000,2020-04-13 00:00:00.000000000,2020-03-12 00:00:00.000000000,NA32,9473.69,
1421,U001,200769623,WAL-MAR corporation,2020-03-27 13:42:18.437500000,2020,1930584338,2020-01-03 00:00:00.000000000,2020-03-16 00:00:00.000000000,2020-03-01 00:00:00.000000000,NAH4,4375.86,0-15
1422,U001,200771157,WEIS trust,2020-08-03 07:00:24.000000000,2020,1930855193,2020-05-05 00:00:00.000000000,2020-05-20 00:00:00.000000000,2020-05-05 00:00:00.000000000,NAA8,65149.73,Greatar than 60
1423,U001,200769623,WAL-MAR us,2020-04-21 16:34:14.281250000,2020,1930738581,2020-03-04 00:00:00.000000000,2020-04-18 00:00:00.000000000,2020-04-03 00:00:00.000000000,NAH4,3776.83,0-15
